Kód kraja,Názov kraja,Číslo politického subjektu,Názov politického subjektu,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných prednostných hlasov,Poznámka
7,Prešovský kraj,9,"Modrí, Most - Híd",100,Magdaléna,Zsiga,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",101,Lenka,Bíreš,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",102,Mária,Kardosová,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",103,Pavol,Bíreš,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",104,Jozef,Gajdoš,4,
7,Prešovský kraj,9,"Modrí, Most - Híd",105,Ladislav,Kiss,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",106,Jana,Rajeková,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",107,Žaneta,Pavlíková,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",108,Tomáš,Rajek,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",109,Marian,Levák,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",110,Peter,Bartalos,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",111,Martina,Kyselová,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",112,Ladislav,Gödölle,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",113,Michal,Makva,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",114,Blažena,Strečanská,3,
7,Prešovský kraj,9,"Modrí, Most - Híd",115,Ladislav,Róth,2,
7,Prešovský kraj,9,"Modrí, Most - Híd",116,Peter,Špilár,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",117,Viktor,Siegel,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",118,Romana,Staňo,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",119,Jozef,Bukovčák,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",120,Agneša,Szarka,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",121,Michal,Bukovčák,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",122,Monika,Patócs Khernová,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",123,Samuel,Baláž,2,
7,Prešovský kraj,9,"Modrí, Most - Híd",124,Katarína,Nováková,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",125,Štefan,Horváth,3,
7,Prešovský kraj,9,"Modrí, Most - Híd",126,Peter,Kováč,3,
7,Prešovský kraj,9,"Modrí, Most - Híd",127,Ladislav,Török,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",128,Dionýz,Kaszonyi,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",129,Ivan,Rosenberger,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",130,Jozef,Maďar,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",131,Natália,Zurík Zemanová,8,
7,Prešovský kraj,9,"Modrí, Most - Híd",132,Zoltán,Lengyel,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",133,Peter,Dolíhal,2,
7,Prešovský kraj,9,"Modrí, Most - Híd",134,Zuzana,Marcinová,16,
7,Prešovský kraj,9,"Modrí, Most - Híd",135,Tomáš,Zvarík,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",136,Anton,Vdovjak,11,
7,Prešovský kraj,9,"Modrí, Most - Híd",137,Oľga,Kubalíková,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",138,Martina,Hortová,2,
7,Prešovský kraj,9,"Modrí, Most - Híd",139,Adam,Porubčan,2,
7,Prešovský kraj,9,"Modrí, Most - Híd",140,Daniel,Rišian,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",141,Peter,Libiak,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",142,Tomáš,László,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",143,Beáta,Hanusková,0,
7,Prešovský kraj,9,"Modrí, Most - Híd",144,Martina,Maščáková,3,
7,Prešovský kraj,9,"Modrí, Most - Híd",145,Jozef,Horváth,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",146,Eva,Zekucia,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",147,Jozef,Lipka,1,
7,Prešovský kraj,9,"Modrí, Most - Híd",148,Matúš,Murajda,26,
7,Prešovský kraj,9,"Modrí, Most - Híd",149,Filip,Jamriška,6,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,1,Vladimír,Chlebo,40,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,2,Soňa,Gosťová,26,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,3,Miroslava,Šuttová,13,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,4,Jaroslav,Moravčík,21,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,5,Jozef,Ivančík,12,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,6,Miroslav,Boldiš,8,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,7,Silvester,Húska,9,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,8,Ladislav,Kozmon,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,9,Zuzana,Šóšiková,16,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,10,Monika,Albertiová,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,11,Anna,Gombošová,8,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,12,Roman,Blanár,6,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,13,Rita,Wagnerová,4,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,14,Peter,Tőkőly,4,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,15,Michal,Madro,5,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,16,Kristína,Kupková,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,17,Marko,Flóra,6,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,18,Janka Esther,Luknár,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,19,Jozef,Vašina,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,20,Patrik,Fekete,6,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,21,Ľubomíra,Kubicová,5,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,22,Emil,Šúchal,2,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,23,Viktor,Matyi,2,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,24,Jiří,Kolda,6,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,25,Miroslava,Bumberová,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,26,Štefan,Laský,10,
7,Prešovský kraj,10,SPRAVODLIVOSŤ,27,Stanislav,Vinc,6,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,1,Róbert,Švec,61,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,2,Štefan,Polačik,21,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,3,Alžbeta,Szénásiová,10,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,4,Pavol,Poprocký,22,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,5,Jaroslav,Ščurka,42,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,6,Svetana,Angelová,3,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,7,Daniela,Fratričová,5,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,8,Alexander,Székely,10,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,9,Tibor,Šovčík,5,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,10,Dušan,Fratrič,5,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,11,Michal,Kovalčík,19,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,12,Marián,Chudý,2,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,13,Danka,Tichomírová,2,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,14,Marek,Čižmár,11,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,15,Alexander,Kakoš,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,16,Bronislava,Minjariková,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,17,Ladislav,Maras,18,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,18,Emília,Šovčíková,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,19,Tatiana,Minjariková,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,20,Jozef,Meluš,2,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,21,Štefan,Šipoš,2,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,22,Eva,Banyiová,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,23,Karol,Puk,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,24,Mikuláš,Michalčík,6,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,25,Ivana,Horváthová,7,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,26,Ján,Michalík,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,27,Jozef,Pištek,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,28,Michal,Kozák,7,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,29,Erik,Sahul,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,30,Samuel Ľudovít,Škvarka,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,31,Igor,Panák,4,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,32,Marcel,Polačik,4,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,33,Martin,Hrobárik,2,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,34,Ľubomír,Gierat,7,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,35,Jozef,Juško,3,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,36,Jana,Kubisová,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,37,Milan,Čistoň,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,38,Miroslav,Schulz,1,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,39,Jozef,Čaprnka,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,40,Beáta,Fáberová,5,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,41,Štefan,Gorecký,7,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,42,Stanislava,Šišková,3,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,43,Ernest,Jakubička,0,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,44,Daniela,Bérešová,6,
7,Prešovský kraj,11,Slovenské Hnutie Obrody,45,Vladimír,Patráš,4,
7,Prešovský kraj,12,Sloboda a Solidarita,1,Richard,Sulík,7869,
7,Prešovský kraj,12,Sloboda a Solidarita,2,Branislav,Gröhling,4770,
7,Prešovský kraj,12,Sloboda a Solidarita,3,Jana,Bittó Cigániková,3419,
7,Prešovský kraj,12,Sloboda a Solidarita,4,Mária,Kolíková,4660,
7,Prešovský kraj,12,Sloboda a Solidarita,5,Vladimíra,Marcinková,5127,
7,Prešovský kraj,12,Sloboda a Solidarita,6,Marián,Viskupič,1927,
7,Prešovský kraj,12,Sloboda a Solidarita,7,Juraj,Krúpa,803,
7,Prešovský kraj,12,Sloboda a Solidarita,8,Juraj,Droba,595,
7,Prešovský kraj,12,Sloboda a Solidarita,9,Karol,Galek,700,
7,Prešovský kraj,12,Sloboda a Solidarita,10,Ján,Oravec,387,
7,Prešovský kraj,12,Sloboda a Solidarita,11,Peter,Cmorej,421,
7,Prešovský kraj,12,Sloboda a Solidarita,12,Jarmila,Halgašová,197,
7,Prešovský kraj,12,Sloboda a Solidarita,13,Anna,Zemanová,290,
7,Prešovský kraj,12,Sloboda a Solidarita,14,René,Parák,56,
7,Prešovský kraj,12,Sloboda a Solidarita,15,Ondrej,Dostál,1160,
7,Prešovský kraj,12,Sloboda a Solidarita,16,Vladimír,Ledecký,2422,
7,Prešovský kraj,12,Sloboda a Solidarita,17,Ladislav,Matejka,100,
7,Prešovský kraj,12,Sloboda a Solidarita,18,Ján,Rudolf,97,
7,Prešovský kraj,12,Sloboda a Solidarita,19,Roman,Foltin,109,
7,Prešovský kraj,12,Sloboda a Solidarita,20,Radovan,Kazda,189,
7,Prešovský kraj,12,Sloboda a Solidarita,21,Ivan,Bilohuščin,64,
7,Prešovský kraj,12,Sloboda a Solidarita,22,Alojz,Baránik,109,
7,Prešovský kraj,12,Sloboda a Solidarita,23,Miroslav,Žiak,264,
7,Prešovský kraj,12,Sloboda a Solidarita,24,Ľudovít,Paulis,220,
7,Prešovský kraj,12,Sloboda a Solidarita,25,Ladislav,Kuna,327,
7,Prešovský kraj,12,Sloboda a Solidarita,26,Radovan,Sloboda,104,
7,Prešovský kraj,12,Sloboda a Solidarita,27,Jozef,Kanuščák,525,
7,Prešovský kraj,12,Sloboda a Solidarita,28,Michal,Uherčík,25,
7,Prešovský kraj,12,Sloboda a Solidarita,29,Peter,Čech,172,
7,Prešovský kraj,12,Sloboda a Solidarita,30,Jana,Kiššová,334,
7,Prešovský kraj,12,Sloboda a Solidarita,31,Ábel,Ravasz,103,
7,Prešovský kraj,12,Sloboda a Solidarita,32,Martin,Mlýnek,73,
7,Prešovský kraj,12,Sloboda a Solidarita,33,Iveta,Pospíšilová,126,
7,Prešovský kraj,12,Sloboda a Solidarita,34,Milan,Piršč,305,
7,Prešovský kraj,12,Sloboda a Solidarita,35,Radovan,Geci,74,
7,Prešovský kraj,12,Sloboda a Solidarita,36,Miroslav,Dráb,37,
7,Prešovský kraj,12,Sloboda a Solidarita,37,Peter,Jurčo,75,
7,Prešovský kraj,12,Sloboda a Solidarita,38,Juraj,Jevin,63,
7,Prešovský kraj,12,Sloboda a Solidarita,39,Vladimír,Halaj,18,
7,Prešovský kraj,12,Sloboda a Solidarita,40,Ján,Luterán,525,
7,Prešovský kraj,12,Sloboda a Solidarita,41,Peter,Osuský,279,
7,Prešovský kraj,12,Sloboda a Solidarita,42,Ľudovít,Beťko,45,
7,Prešovský kraj,12,Sloboda a Solidarita,43,Marek,Juro,194,
7,Prešovský kraj,12,Sloboda a Solidarita,44,Svetlana,Síthová,242,
7,Prešovský kraj,12,Sloboda a Solidarita,45,Tomáš,Szalay,910,
7,Prešovský kraj,12,Sloboda a Solidarita,46,Slavomír,Božoň,380,
7,Prešovský kraj,12,Sloboda a Solidarita,47,Miloš,Domorák,8,
7,Prešovský kraj,12,Sloboda a Solidarita,48,Tomáš,Urminský,16,
7,Prešovský kraj,12,Sloboda a Solidarita,49,Marcel,Vrchota,68,
7,Prešovský kraj,12,Sloboda a Solidarita,50,Polat,Elalmis,26,
7,Prešovský kraj,12,Sloboda a Solidarita,51,Soňa,Tchirová,235,
7,Prešovský kraj,12,Sloboda a Solidarita,52,Rudolf,Drexler,47,
7,Prešovský kraj,12,Sloboda a Solidarita,53,Pavol,Kalman,30,
7,Prešovský kraj,12,Sloboda a Solidarita,54,Ľudmila,Smreková,166,
7,Prešovský kraj,12,Sloboda a Solidarita,55,Ivan,Holko,29,
7,Prešovský kraj,12,Sloboda a Solidarita,56,Ivan,Debnár,13,
7,Prešovský kraj,12,Sloboda a Solidarita,57,Ondrej,Gömöry,9,
7,Prešovský kraj,12,Sloboda a Solidarita,58,Boris,Kačáni,9,
7,Prešovský kraj,12,Sloboda a Solidarita,59,Juraj,Lenhardt,33,
7,Prešovský kraj,12,Sloboda a Solidarita,60,Ľuboš,Sopoliga,223,
7,Prešovský kraj,12,Sloboda a Solidarita,61,Mikuláš,Prokop,167,
7,Prešovský kraj,12,Sloboda a Solidarita,62,Lukáš,Čelinák,31,
7,Prešovský kraj,12,Sloboda a Solidarita,63,Jana,Somorovská,42,
7,Prešovský kraj,12,Sloboda a Solidarita,64,Andrej,Buday,196,
7,Prešovský kraj,12,Sloboda a Solidarita,65,Branislav,Bukviar,20,
7,Prešovský kraj,12,Sloboda a Solidarita,66,Michal,Rakús,12,
7,Prešovský kraj,12,Sloboda a Solidarita,67,Marta,Klačanová,11,
7,Prešovský kraj,12,Sloboda a Solidarita,68,Stanislav,Vančo,14,
7,Prešovský kraj,12,Sloboda a Solidarita,69,Michal,Kováč,18,
7,Prešovský kraj,12,Sloboda a Solidarita,70,Juraj,Jánošík,52,
7,Prešovský kraj,12,Sloboda a Solidarita,71,Štefan,Duffek,32,
7,Prešovský kraj,12,Sloboda a Solidarita,72,Peter,Ševčík,18,
7,Prešovský kraj,12,Sloboda a Solidarita,73,Róbert,Tánczos,3,
7,Prešovský kraj,12,Sloboda a Solidarita,74,Martin,Práznovský,3,
7,Prešovský kraj,12,Sloboda a Solidarita,75,Michal,Božek,8,
7,Prešovský kraj,12,Sloboda a Solidarita,76,Igor,Prieložný,3,
7,Prešovský kraj,12,Sloboda a Solidarita,77,Nikolas,Žáčik,9,
7,Prešovský kraj,12,Sloboda a Solidarita,78,Simona,Čerevková,269,
7,Prešovský kraj,12,Sloboda a Solidarita,79,Dušan,Rusňák,7,
7,Prešovský kraj,12,Sloboda a Solidarita,80,Ľuboslav,Farkaš,20,
7,Prešovský kraj,12,Sloboda a Solidarita,81,Martina,Lopatková,8,
7,Prešovský kraj,12,Sloboda a Solidarita,82,Martin,Pilnik,15,
7,Prešovský kraj,12,Sloboda a Solidarita,83,Martin,Masár,9,
7,Prešovský kraj,12,Sloboda a Solidarita,84,Jana,Mroščáková,9,
7,Prešovský kraj,12,Sloboda a Solidarita,85,Samuel,Fujak,13,
7,Prešovský kraj,12,Sloboda a Solidarita,86,Martin,Barto,21,
7,Prešovský kraj,12,Sloboda a Solidarita,87,Anton,Matulčík,15,
7,Prešovský kraj,12,Sloboda a Solidarita,88,Marcela,Zvrškovcová,18,
7,Prešovský kraj,12,Sloboda a Solidarita,89,Sylvia,Jánosdeák,10,
7,Prešovský kraj,12,Sloboda a Solidarita,90,Peter,Zajac,10,
7,Prešovský kraj,12,Sloboda a Solidarita,91,Lukáš,Bonko,7,
7,Prešovský kraj,12,Sloboda a Solidarita,92,Peter,Polák,13,
7,Prešovský kraj,12,Sloboda a Solidarita,93,Michal,Sklienka,4,
7,Prešovský kraj,12,Sloboda a Solidarita,94,Tomáš,Moravčík,5,
7,Prešovský kraj,12,Sloboda a Solidarita,95,Miroslav,Martinka,9,
7,Prešovský kraj,12,Sloboda a Solidarita,96,Filip,Fianta,1,
7,Prešovský kraj,12,Sloboda a Solidarita,97,Jana,Sheppard,4,
7,Prešovský kraj,12,Sloboda a Solidarita,98,Peter,Andráši,7,
7,Prešovský kraj,12,Sloboda a Solidarita,99,Michaela,Molnárová,169,
7,Prešovský kraj,12,Sloboda a Solidarita,100,Róbert,Andráši,10,
7,Prešovský kraj,12,Sloboda a Solidarita,101,Slavomíra,Henčeková,307,
7,Prešovský kraj,12,Sloboda a Solidarita,102,Naďa,Trelová Sonogová,13,
7,Prešovský kraj,12,Sloboda a Solidarita,103,Pavol,Žák,6,
7,Prešovský kraj,12,Sloboda a Solidarita,104,Vladimír,Hojstrič,12,
7,Prešovský kraj,12,Sloboda a Solidarita,105,Štefan,Gregor,4,
7,Prešovský kraj,12,Sloboda a Solidarita,106,Jozef,Tittel,4,
7,Prešovský kraj,12,Sloboda a Solidarita,107,Simona Silvia,Richterová,28,
7,Prešovský kraj,12,Sloboda a Solidarita,108,Tomáš,Gál,23,
7,Prešovský kraj,12,Sloboda a Solidarita,109,Patrícia,Dutková,58,
7,Prešovský kraj,12,Sloboda a Solidarita,110,Pavel,Vrábik,7,
7,Prešovský kraj,12,Sloboda a Solidarita,111,Ján,Vaľko,154,
7,Prešovský kraj,12,Sloboda a Solidarita,112,Renáta,Zolnaiová,37,
7,Prešovský kraj,12,Sloboda a Solidarita,113,Ján,Grácz,10,
7,Prešovský kraj,12,Sloboda a Solidarita,114,Matej,Biroš,192,
7,Prešovský kraj,12,Sloboda a Solidarita,115,Matej,Galo,5,
7,Prešovský kraj,12,Sloboda a Solidarita,116,Samuel,Blecharž,12,
7,Prešovský kraj,12,Sloboda a Solidarita,117,Dalibor,Caban,93,
7,Prešovský kraj,12,Sloboda a Solidarita,118,Miroslava,Bátovská,7,
7,Prešovský kraj,12,Sloboda a Solidarita,119,Ján,Bilohuščin,30,
7,Prešovský kraj,12,Sloboda a Solidarita,120,Vladimír,Bilohuščin,25,
7,Prešovský kraj,12,Sloboda a Solidarita,121,Michal,Komada,6,
7,Prešovský kraj,12,Sloboda a Solidarita,122,Michal,Kubinský,8,
7,Prešovský kraj,12,Sloboda a Solidarita,123,Karol,Uváčik,2,
7,Prešovský kraj,12,Sloboda a Solidarita,124,Robert,Greizinger,2,
7,Prešovský kraj,12,Sloboda a Solidarita,125,Jakub,Hovorka,12,
7,Prešovský kraj,12,Sloboda a Solidarita,126,Vojtech,Höhn,8,
7,Prešovský kraj,12,Sloboda a Solidarita,127,Tibor,Krištof,2,
7,Prešovský kraj,12,Sloboda a Solidarita,128,Michal,Želonka,7,
7,Prešovský kraj,12,Sloboda a Solidarita,129,Jozef,Kramec,2,
7,Prešovský kraj,12,Sloboda a Solidarita,130,Robert,Kočkovský,14,
7,Prešovský kraj,12,Sloboda a Solidarita,131,Peter,Sklenka,105,
7,Prešovský kraj,12,Sloboda a Solidarita,132,Richard,Vilkus,2,
7,Prešovský kraj,12,Sloboda a Solidarita,133,Jaroslav,Matuský,11,
7,Prešovský kraj,12,Sloboda a Solidarita,134,Radoslav,Mrviš,7,
7,Prešovský kraj,12,Sloboda a Solidarita,135,Diana,Patrášová,13,
7,Prešovský kraj,12,Sloboda a Solidarita,136,Andrej,Vároš,3,
7,Prešovský kraj,12,Sloboda a Solidarita,137,Andrej,Rodák,5,
7,Prešovský kraj,12,Sloboda a Solidarita,138,Pavol,Záhradný,3,
7,Prešovský kraj,12,Sloboda a Solidarita,139,Pavel,Kalis,2,
7,Prešovský kraj,12,Sloboda a Solidarita,140,Michal,Gallik,64,
7,Prešovský kraj,12,Sloboda a Solidarita,141,Erich,Stračina,14,
7,Prešovský kraj,12,Sloboda a Solidarita,142,Radka,Wagingerová,35,
7,Prešovský kraj,12,Sloboda a Solidarita,143,Aurel,Surový,19,
7,Prešovský kraj,12,Sloboda a Solidarita,144,Roman,Chrappa,17,
7,Prešovský kraj,12,Sloboda a Solidarita,145,Peter,Žiak,15,
7,Prešovský kraj,12,Sloboda a Solidarita,146,Vladimír,Poruban,3,
7,Prešovský kraj,12,Sloboda a Solidarita,147,Peter,Lukáč,9,
7,Prešovský kraj,12,Sloboda a Solidarita,148,Július,Mazán,9,
7,Prešovský kraj,12,Sloboda a Solidarita,149,Jozef,Pajer,15,
7,Prešovský kraj,12,Sloboda a Solidarita,150,Alojz,Hlina,1207,
7,Prešovský kraj,13,SME RODINA,1,Boris,Kollár,6731,
7,Prešovský kraj,13,SME RODINA,2,Milan,Krajniak,4283,
7,Prešovský kraj,13,SME RODINA,3,Petra,Krištúfková,2017,
7,Prešovský kraj,13,SME RODINA,4,Peter,Pčolinský,2507,
7,Prešovský kraj,13,SME RODINA,5,Ľudovít,Goga,129,
7,Prešovský kraj,13,SME RODINA,6,Miloš,Svrček,328,
7,Prešovský kraj,13,SME RODINA,7,Zuzana,Šebová,403,
7,Prešovský kraj,13,SME RODINA,8,Adriana,Pčolinská,447,
7,Prešovský kraj,13,SME RODINA,9,Martin,Borguľa,94,
7,Prešovský kraj,13,SME RODINA,10,Monika,Péter,150,
7,Prešovský kraj,13,SME RODINA,11,Jaroslav,Karahuta,453,
7,Prešovský kraj,13,SME RODINA,12,Jozef,Lukáč,644,
7,Prešovský kraj,13,SME RODINA,13,Petra,Hajšelová,109,
7,Prešovský kraj,13,SME RODINA,14,Igor,Kašper,57,
7,Prešovský kraj,13,SME RODINA,15,Ľuboš,Krajčír,112,
7,Prešovský kraj,13,SME RODINA,16,Branislav,Záhradník,121,
7,Prešovský kraj,13,SME RODINA,17,Štefan,Holý,52,
7,Prešovský kraj,13,SME RODINA,18,Eva,Hudecová,256,
7,Prešovský kraj,13,SME RODINA,19,Jozef,Hlinka,35,
7,Prešovský kraj,13,SME RODINA,20,Jozef,Šimko,54,
7,Prešovský kraj,13,SME RODINA,21,Anton,Hrnko,56,
7,Prešovský kraj,13,SME RODINA,22,Peter,Antal,17,
7,Prešovský kraj,13,SME RODINA,23,Pavel,Hagyari,1119,
7,Prešovský kraj,13,SME RODINA,24,Andrej,Barančok,16,
7,Prešovský kraj,13,SME RODINA,25,Martin,Dzielavský,228,
7,Prešovský kraj,13,SME RODINA,26,Róbert,Bartoš,14,
7,Prešovský kraj,13,SME RODINA,27,Marek,Košč,434,
7,Prešovský kraj,13,SME RODINA,28,Anna,Pialová,33,
7,Prešovský kraj,13,SME RODINA,29,Mário,Fekete,14,
7,Prešovský kraj,13,SME RODINA,30,Boris,Vereš,11,
7,Prešovský kraj,13,SME RODINA,31,Ján,Vengrín,12,
7,Prešovský kraj,13,SME RODINA,32,Katarína,Chlebíková,48,
7,Prešovský kraj,13,SME RODINA,33,Ján,Jedinák,244,
7,Prešovský kraj,13,SME RODINA,34,Boris,Ilkyw,18,
7,Prešovský kraj,13,SME RODINA,35,Ľuboš,Šuca,135,
7,Prešovský kraj,13,SME RODINA,36,Tomáš,Gbúr,35,
7,Prešovský kraj,13,SME RODINA,37,Igor,Petrik,68,
7,Prešovský kraj,13,SME RODINA,38,Peter,Beck,8,
7,Prešovský kraj,13,SME RODINA,39,Richard,Rosival,32,
7,Prešovský kraj,13,SME RODINA,40,Ján,Pčola,235,
7,Prešovský kraj,13,SME RODINA,41,Maroš,Kováč,70,
7,Prešovský kraj,13,SME RODINA,42,Rudolf,Hlavács,26,
7,Prešovský kraj,13,SME RODINA,43,Dalibor,Steindl,30,
7,Prešovský kraj,13,SME RODINA,44,Zuzana,Chamulová,123,
7,Prešovský kraj,13,SME RODINA,45,Marcel,Janco,43,
7,Prešovský kraj,13,SME RODINA,46,Tibor,Iró,16,
7,Prešovský kraj,13,SME RODINA,47,Marian,Grznár,27,
7,Prešovský kraj,13,SME RODINA,48,Michal,Paulus,349,
7,Prešovský kraj,13,SME RODINA,49,Dávid,Keselý,20,
7,Prešovský kraj,13,SME RODINA,50,Ján,Paško,53,
7,Prešovský kraj,13,SME RODINA,51,Saskia Alexandra,Šviheľová,20,
7,Prešovský kraj,13,SME RODINA,52,Roman,Vajaš,27,
7,Prešovský kraj,13,SME RODINA,53,Boris,Vanek,26,
7,Prešovský kraj,13,SME RODINA,54,Adriana,Andrejková,443,
7,Prešovský kraj,13,SME RODINA,55,Michal,Michalov,103,
7,Prešovský kraj,13,SME RODINA,56,Ladislav,Černý,19,
7,Prešovský kraj,13,SME RODINA,57,Milan,Molnár,21,
7,Prešovský kraj,13,SME RODINA,58,Martin,Vardžik,275,
7,Prešovský kraj,13,SME RODINA,59,Ján,Veteráni,5,
7,Prešovský kraj,13,SME RODINA,60,Ľuboš,Gottwald,14,
7,Prešovský kraj,13,SME RODINA,61,Viliam,Vojčík,41,
7,Prešovský kraj,13,SME RODINA,62,Ivan,Tychler,3,
7,Prešovský kraj,13,SME RODINA,63,Ľuboslav,Chvasta,24,
7,Prešovský kraj,13,SME RODINA,64,Petronela,Kolarovičová,16,
7,Prešovský kraj,13,SME RODINA,65,Samuel,Zemko,9,
7,Prešovský kraj,13,SME RODINA,66,Lukáš,Lepáček,14,
7,Prešovský kraj,13,SME RODINA,67,Ľubica,Burešová,189,
7,Prešovský kraj,13,SME RODINA,68,Martina,Poláčková,75,
7,Prešovský kraj,13,SME RODINA,69,Róbert,Modranský,7,
7,Prešovský kraj,13,SME RODINA,70,Andrea,Hnatkovičová,2,
7,Prešovský kraj,13,SME RODINA,71,Gabriela,Valentová Kolečániová,5,
7,Prešovský kraj,13,SME RODINA,72,Dávid,Pariľák,299,
7,Prešovský kraj,13,SME RODINA,73,Jarmila,Birtusová,8,
